"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 02A,LEGS 08,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 05,LEGS 29A,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 42B,LEGS 38C,LEGS 06,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,10,"Thomas Bradshaw",REP,County Council         ,005,,Y,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,
1,10,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,
1,11,"Michael J. Blue",REP,County Council         ,005,Y,,,,,,9479,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Shannon Bohrer",DEM,County Council         ,005,,,,,,,4586,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,9,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"David Yungmann",REP,County Council         ,005,Y,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,5,10989,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"China Williams",DEM,County Council         ,005,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,13,7715,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Tom Hucker",DEM,County Council         ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,4450,,,,,,,22355,1080,,,,,,,,,,,,,,,,,,,9852,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,228,22,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,
1,17,"Jolene Ivey",DEM,County Council         ,005,Y,,,,,,,7690,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8251,,,,,,,,,,
1,17,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,,84,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,
1,23,"Joe Holloway",REP,County Council         ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,1720,,,,,
1,23,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,41,,,,,
1,02,"Michael Christman",REP,County Council         ,006,,,,,,,,,,,,7239,,,,,,,,,,,,,,,,,,,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,02,"Lisa Brannigan Rodvien",DEM,County Council         ,006,Y,,,,,,,,,,,9627,,,,,,,,,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,County Council         ,006,,Y,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,04,"Ryan Nawrocki",REP,County Council         ,006,,,,,,,,,,6774,,,,,,6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,455,,,,
1,04,"Cathy Bevins",DEM,County Council         ,006,Y,,,,,,,,,10344,,,,,,3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,694,,,,
1,04,"Other Write-Ins",BOT,County Council         ,006,,Y,,,,,,,,27,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,
1,17,"Derrick Leon Davis",DEM,County Council         ,006,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16182,,,,,,,,,,,,,,,,,,,,,5295,,,,,,,,,4562,
1,17,"Other Write-Ins",BOT,County Council         ,006,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,29,
1,02,"Jessica Haire",REP,County Council         ,007,Y,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,4222,,,,,,,,,,,,,,,,,6868,,,,,,,,,,,,,,,,,,,,,
1,02,"James Kitchin",DEM,County Council         ,007,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,4027,,,,,,,,,,,,,,,,,4419,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,County Council         ,007,,Y,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,
1,04,"Todd Crandell",REP,County Council         ,007,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13893,,,,
1,04,"Brian Weir",DEM,County Council         ,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9033,,,,
1,04,"Doug Stanley",LIB,County Council         ,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,,,,
1,04,"Tim Fazenbaker",REP,County Council         ,007,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,
1,04,"Dave Rader",REP,County Council         ,007,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,
1,04,"Other Write-Ins",BOT,County Council         ,007,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,
1,17,"Rodney Colvin Streeter",DEM,County Council         ,007,Y,,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278,,,,,,,,,,,,,,,,,,,,,10018,,,,,,,,,,
1,17,"Other Write-Ins",BOT,County Council         ,007,,Y,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,
1,17,"Monique Anderson-Walker",DEM,County Council         ,008,Y,,,18401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",BOT,County Council         ,008,,Y,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Sydney Harrison",DEM,County Council         ,009,Y,,,3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968,,,,,,,,,,,,4424,,,,,,,,,,,,,,,,,6185,5277,
1,17,"Tamara Brown",DEM,County Council         ,009,,Y,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,661,255,
1,17,"Other Write-Ins",BOT,County Council         ,009,,Y,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,74,51,
1,13,"Donna Blasdell",REP,County Council         ,A,,,,,,,,,,,,,2243,,,1396,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Andre V. Johnson",DEM,County Council         ,A,Y,,,,,,,,,,,,3389,,,895,,,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,A,,Y,,,,,,,,,,,4,,,5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Joe Woods",REP,County Council         ,B,Y,,,,,,,,,,,,,,,7578,,,,,,,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Suzanne Oshinsky",DEM,County Council         ,B,,,,,,,,,,,,,,,,3168,,,,,,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,B,,Y,,,,,,,,,,,,,,17,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Tony G Giangiordano",REP,County Council         ,C,Y,,,,,,,,,,,,,,,1637,,,,,,,3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,,,,,,,,,,,
1,13,"Karen Kukurin",DEM,County Council         ,C,,,,,,,,,,,,,,,,660,,,,,,,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,C,,Y,,,,,,,,,,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
1,13,"Chad R. Shrodes",REP,County Council         ,D,Y,,,,,,,,,,,,51,,,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7810,,,,,,,,,,,
1,13,"Jean M. Salvatore",DEM,County Council         ,D,,,,,,,,,,,,,41,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,D,,Y,,,,,,,,,,,0,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,
1,13,"Robert S. Wagner",REP,County Council         ,E,Y,,,,,,,,,,,,1309,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4457,,,,,,,,,,,
1,13,"Bridgette Johnson",DEM,County Council         ,E,,,,,,,,,,,,,2005,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,E,,Y,,,,,,,,,,,8,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
1,13,"Curtis L. Beulah",REP,County Council         ,F,Y,,,,,,,,,,,,4400,,,,,,,,,,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,
1,13,"Winifred Wini Roche",DEM,County Council         ,F,,,,,,,,,,,,,4337,,,,,,,,,,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,F,,Y,,,,,,,,,,,14,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
1,05,"Mike Hart",REP,County Commissioner    ,001,Y,,,,7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4893,3745,,,,,,,,,,,,,,,,,,
1,05,"Tricia V. Powell",DEM,County Commissioner    ,001,,,,,5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3329,2585,,,,,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,
1,07,"Stephen Albert Wantz",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9949,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Joe Crawford",REP,County Commissioner    ,001,,,,,,,,,,,,,,10550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,,
1,09,"Gilbert B.J. Bowling",DEM,County Commissioner    ,001,Y,,,,,,,,,,,,,27838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,,
1,09,"Donta Varney",DEM,County Commissioner    ,001,,Y,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
1,12,"S. Larry Tichnell",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5614,,,,,,,,
1,12,"Judy A. Carbone",DEM,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,
1,18,"Jack Wilson",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Annette DiMaggio",DEM,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Eric Scott Colvin",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,4453,,,,,,,,,,,,,,,,,,,,,,,,,,6893,,,,,3774,,,,,,,,,,,,,,,,,,
1,19,"Timothy Ridgell",DEM,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,4628,,,,,,,,,,,,,,,,,,,,,,,,,,3214,,,,,1836,,,,,,,,,,,,,,,,,,
1,19,"Roy Alvey",UNF,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,1505,,,,,668,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,,
1,20,"Craig N. Mathies",DEM,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356
1,20,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1,24,"Merrill W. Lockfaw, Jr.",REP,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019
1,24,"Joshua C. Nordstrom",DEM,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177
1,24,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,05,"Thomas E. Tim Hutchins",REP,County Commissioner    ,002,Y,,,,7294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4646,3315,,,,,,,,,,,,,,,,,,
1,05,"Susie Hance-Wells",DEM,County Commissioner    ,002,,,,,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615,2965,,,,,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,
1,07,"C. Richard Weaver",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9195,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Thomasina Sina Coates",DEM,County Commissioner    ,002,Y,,,,,,,,,,,,,27217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610,,
1,09,"Stanley R. Hayes",GRN,County Commissioner    ,002,,,,,,,,,,,,,,6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,
1,12,"Paul C. Edwards",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,
1,18,"Steve Wilson",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Benjamin Tilghman",DEM,County Commissioner    ,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Michael Hewitt",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,5067,,,,,,,,,,,,,,,,,,,,,,,,,,7847,,,,,4195,,,,,,,,,,,,,,,,,,
1,19,"Rose V. Frederick",DEM,County Commissioner    ,002,,,,,,,,,,,,,,,,,,,,4784,,,,,,,,,,,,,,,,,,,,,,,,,,3787,,,,,2095,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,8,,,,,,,,,,,,,,,,,,
1,20,"Charles Fisher",REP,County Commissioner    ,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
1,20,"Rex Simpkins",DEM,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362
1,20,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
1,24,"Diana Purnell",DEM,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,1075
1,24,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,40
1,05,"Kelly D. McConkey",REP,County Commissioner    ,003,Y,,,,7652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4683,3523,,,,,,,,,,,,,,,,,,
1,05,"Holly Heintz Budd",DEM,County Commissioner    ,003,,,,,5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,2732,,,,,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,,,,,,,,,,,,,,,,,,
1,07,"Dennis E. Frazier",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5582,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Maria Warburton",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Amanda Stewart",DEM,County Commissioner    ,003,Y,,,,,,,,,,,,,30124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,
1,12,"Jim Hinebaugh, Jr.",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5629,,,,,,,,
1,12,"Bob Gatto",REP,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,
1,18,"Phil Dumenil",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Jim Coulter",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"John O'Connor",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,4991,,,,,,,,,,,,,,,,,,,,,,,,,,6629,,,,,3845,,,,,,,,,,,,,,,,,,
1,19,"Clarke Guy",UNF,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,4053,,,,,,,,,,,,,,,,,,,,,,,,,,4581,,,,,2159,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,20,,,,,,,,,,,,,,,,,,
1,20,"Eldon Willing",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695
1,20,"Deborah Ann Nissley",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354
1,20,"SueKay Ford",UNF,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
1,20,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,24,"Bud Church",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,170
1,24,"Zackery Tyndall",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,179
1,24,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0
1,07,"Christopher Eric Bouchat",REP,County Commissioner    ,004,Y,,,,,,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,,2998,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Paul Johnson",DEM,County Commissioner    ,004,,,,,,,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,,1343,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,11,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"James Ashburn",REP,County Commissioner    ,004,,,,,,,,,,,,,,10301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859,,
1,09,"Bobby Rucci",DEM,County Commissioner    ,004,Y,,,,,,,,,,,,,27766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1,18,"Chris Corchiarino",REP,County Commissioner    ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
