"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 02A,LEGS 08,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 05,LEGS 29A,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 42B,LEGS 38C,LEGS 06,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,00,"Nick Charles",DEM,House of Delegates     ,25,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Dereck E. Davis",DEM,House of Delegates     ,25,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Veronica Turner",DEM,House of Delegates     ,26,Y,,,20330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kris Valderrama",DEM,House of Delegates     ,26,Y,,,17515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jay Walker",DEM,House of Delegates     ,26,Y,,,18126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Diedra Henry-Spires",DEM,House of Delegates     ,26,,Y,,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,26,,Y,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Susie Proctor",DEM,House of Delegates     ,27A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11099,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,27A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,
1,00,"Michael A. Thomas",REP,House of Delegates     ,27B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6182,,,,,,,,,,,,,,,,,,,
1,00,"Michael A. Jackson",DEM,House of Delegates     ,27B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7419,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,27B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
1,00,"Mark N. Fisher",REP,House of Delegates     ,27C,Y,,,,7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jason T. Fowler",DEM,House of Delegates     ,27C,,,,,5470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,27C,,Y,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Dave Campbell",REP,House of Delegates     ,28,,,,,,,,,,,,,,10872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jim Crawford",REP,House of Delegates     ,28,,,,,,,,,,,,,,10897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Maureen Janette Woodruff",REP,House of Delegates     ,28,,,,,,,,,,,,,,9453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Debra Davis",DEM,House of Delegates     ,28,Y,,,,,,,,,,,,,22487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Edith J. Patterson",DEM,House of Delegates     ,28,Y,,,,,,,,,,,,,21685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"C. T. Wilson",DEM,House of Delegates     ,28,Y,,,,,,,,,,,,,21152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,28,,Y,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Matt Morgan",REP,House of Delegates     ,29A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8437,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Roberta Miles Loker",DEM,House of Delegates     ,29A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3352,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,29A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Deb Rey",REP,House of Delegates     ,29B,,,,,,,,,,,,,,,,,,,,4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Brian M. Crosby",DEM,House of Delegates     ,29B,Y,,,,,,,,,,,,,,,,,,,5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,29B,,Y,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Gerald W. Jerry Clark",REP,House of Delegates     ,29C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7384,,,,,,,,,,,,,,,,,,
1,00,"Julia Margaret Nichols",DEM,House of Delegates     ,29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5176,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,29C,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
1,00,"Chelsea Gill",REP,House of Delegates     ,30A,,,,,,,,,,,,7433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bob O'Shea",REP,House of Delegates     ,30A,,,,,,,,,,,,6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mike Busch",DEM,House of Delegates     ,30A,Y,,,,,,,,,,,10248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Alice Cain",DEM,House of Delegates     ,30A,Y,,,,,,,,,,,8953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,30A,,Y,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Seth Howard",REP,House of Delegates     ,30B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6773,,,,,,,,,,,,,,,,,,,,,
1,00,"Mike Shay",DEM,House of Delegates     ,30B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,30B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
1,00,"Brooks Bennett",REP,House of Delegates     ,31A,,,,,,,,,,,,,,,,,,,,,,3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Ned Carey",DEM,House of Delegates     ,31A,Y,,,,,,,,,,,,,,,,,,,,,4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,31A,,Y,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Brian Chisholm",REP,House of Delegates     ,31B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Nicholaus R. Kipke",REP,House of Delegates     ,31B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Harry E. Freeman",DEM,House of Delegates     ,31B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Karen Patricia Simpson",DEM,House of Delegates     ,31B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,31B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mark E. Bailey",REP,House of Delegates     ,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Patty Ewing",REP,House of Delegates     ,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Tim Walters",REP,House of Delegates     ,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"J. Sandy Bartlett",DEM,House of Delegates     ,32,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mark S. Chang",DEM,House of Delegates     ,32,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mike Rogers",DEM,House of Delegates     ,32,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Sandra Lee German",REP,House of Delegates     ,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Michael Edward Malone",REP,House of Delegates     ,33,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Tony McConkey",REP,House of Delegates     ,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Sid Saab",REP,House of Delegates     ,33,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Heather Bagnall",DEM,House of Delegates     ,33,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Tracie Cramer Hovermale",DEM,House of Delegates     ,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Pam Luby",DEM,House of Delegates     ,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Liv Romano",GRN,House of Delegates     ,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Glen Glass",REP,House of Delegates     ,34A,,,,,,,,,,,,,7437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"J.D. Russell",REP,House of Delegates     ,34A,,,,,,,,,,,,,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Steve Johnson",DEM,House of Delegates     ,34A,Y,,,,,,,,,,,,6829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mary Ann Lisanti",DEM,House of Delegates     ,34A,Y,,,,,,,,,,,,7891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Sarahia Benn",DEM,House of Delegates     ,34A,,Y,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,34A,,Y,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Susan K. McComas",REP,House of Delegates     ,34B,Y,,,,,,,,,,,,,,,,,,,,,,8087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jeff Dinger",DEM,House of Delegates     ,34B,,,,,,,,,,,,,,,,,,,,,,,3865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,34B,,Y,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kevin Bailey Hornberger",REP,House of Delegates     ,35A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6940,,,,,,,,,,,,,,,,,
1,00,"Jobeth Rocky Bowers",DEM,House of Delegates     ,35A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,35A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
1,00,"Andrew Cassilly",REP,House of Delegates     ,35B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19001,,,,,,,,,,,
1,00,"Teresa Reilly",REP,House of Delegates     ,35B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12664,,,,,,,,,,,
1,00,"Ronnie Teitler Davis",DEM,House of Delegates     ,35B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6109,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,35B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,36,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jeff Ghrist",REP,House of Delegates     ,36,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Keirien Taylor",DEM,House of Delegates     ,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Michael Ian Welker",DEM,House of Delegates     ,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jay A. Jacobs",REP,House of Delegates     ,36,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Steven James Arentz",REP,House of Delegates     ,36,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Crystal Woodward",DEM,House of Delegates     ,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Frank E. Cooke",REP,House of Delegates     ,37A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,,,,,,,,,
1,00,"Sheree Sample-Hughes",DEM,House of Delegates     ,37A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4807,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,37A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,
1,00,"Christopher T. Adams",REP,House of Delegates     ,37B,Y,,,,,12111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Johnny Mautz",REP,House of Delegates     ,37B,Y,,,,,15242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Dan O'Hare",DEM,House of Delegates     ,37B,,,,,,6550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,37B,,Y,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Charles James Otto",REP,House of Delegates     ,38A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6114
1,00,"Kirkland J. Hall, Sr.",DEM,House of Delegates     ,38A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013
1,00,"Other Write-Ins",BOT,House of Delegates     ,38A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
1,00,"Carl Anderton, Jr.",REP,House of Delegates     ,38B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,38B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Wayne A. Hartman",REP,House of Delegates     ,38C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,,,,,
1,00,"Ed Tinus",REP,House of Delegates     ,38C,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,38C,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,
1,00,"Verelyn Gibbs Watson",REP,House of Delegates     ,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7235,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Gabriel Acevero",DEM,House of Delegates     ,39,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17989,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Lesley J. Lopez",DEM,House of Delegates     ,39,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17430,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kirill Reznik",DEM,House of Delegates     ,39,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15604,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,39,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Frank M. Conaway, Jr.",DEM,House of Delegates     ,40,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11666,,,,,,,,,,,,,
1,00,"Nick Mosby",DEM,House of Delegates     ,40,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13655,,,,,,,,,,,,,
1,00,"Melissa Wells",DEM,House of Delegates     ,40,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13007,,,,,,,,,,,,,
1,00,"Joshua Harris",GRN,House of Delegates     ,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6547,,,,,,,,,,,,,
1,00,"Will Hanna",UNF,House of Delegates     ,40,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,40,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,
1,00,"Dalya Attar",DEM,House of Delegates     ,41,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15155,,,,,,,,,,,,
1,00,"Tony Bridges",DEM,House of Delegates     ,41,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14828,,,,,,,,,,,,
1,00,"Samuel I. Sandy Rosenberg",DEM,House of Delegates     ,41,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14971,,,,,,,,,,,,
1,00,"Drew A. Pate",GRN,House of Delegates     ,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,41,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,
1,00,"Stephen A. McIntire",REP,House of Delegates     ,42A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473,,,,,,,,,,,,,,,,,,,,,,
1,00,"Stephen Lafferty",DEM,House of Delegates     ,42A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7316,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,42A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,
1,00,"Nino Mangione",REP,House of Delegates     ,42B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14429,,,,,,
1,00,"Tim Robinson",REP,House of Delegates     ,42B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12695,,,,,,
1,00,"Michele Guyton",DEM,House of Delegates     ,42B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12219,,,,,,
1,00,"Sachin Hebbar",DEM,House of Delegates     ,42B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8547,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,42B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
1,00,"Curt Anderson",DEM,House of Delegates     ,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Regina T. Boyce",DEM,House of Delegates     ,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Maggie McIntosh",DEM,House of Delegates     ,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bonnie Raven Lane",GRN,House of Delegates     ,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
