"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 02A,LEGS 08,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 05,LEGS 29A,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 42B,LEGS 38C,LEGS 06,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,00,"Ann Dalrymple",DEM,Rep in Congress,03,,Y,2,,,,,,,2,,4,,,,,,6,,,0,2,,,1,,1,,,2,0,,0,0,,1,1,,,,,,0,,,,0,,10,,,,1,,,2,3,,,,,,0,,,,,,
1,00,"Other Write-Ins",BOT,Rep in Congress,03,,Y,15,,,,,,,15,,22,,,,,,39,,,9,6,,,21,,22,,,14,7,,11,2,,23,15,,,,,,0,,,,5,,17,,,,38,,,10,16,,,,,,0,,,,,,
1,00,"George E. McDermott",REP,Rep in Congress,04,,,,988,,,,1175,,,419,2545,,,,,,,,,4085,,,,,,,,575,12165,19708,,,,458,1080,,830,,,,,,,,,,655,,,,,,,,,,,963,,,,,,,,,264,
1,00,"Anthony G. Brown",DEM,Rep in Congress,04,Y,,,15524,,,,14596,,,4271,1598,,,,,,,,,10699,,,,,,,,7410,4796,11366,,,,1947,998,,20042,,,,,,,,,,287,,,,,,,,,,,24441,,,,,,,,,3841,
1,00,"Benjamin Lee Krause",LIB,Rep in Congress,04,,,,197,,,,261,,,102,159,,,,,,,,,408,,,,,,,,136,730,1270,,,,64,91,,224,,,,,,,,,,39,,,,,,,,,,,274,,,,,,,,,38,
1,00,"Kamesha T. Clark",GRN,Rep in Congress,04,,,,501,,,,667,,,164,109,,,,,,,,,472,,,,,,,,302,408,736,,,,102,70,,617,,,,,,,,,,25,,,,,,,,,,,801,,,,,,,,,107,
1,00,"Adrian Petrus",DEM,Rep in Congress,04,,Y,,0,,,,1,,,1,0,,,,,,,,,1,,,,,,,,1,0,3,,,,0,0,,3,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,1,
1,00,"Other Write-Ins",BOT,Rep in Congress,04,,Y,,24,,,,35,,,5,6,,,,,,,,,27,,,,,,,,16,31,54,,,,3,5,,27,,,,,,,,,,1,,,,,,,,,,,49,,,,,,,,,9,
1,00,"Mark Arness",REP,Rep in Congress,05,,,,911,7846,,,,,,,726,,13184,,,,,,5004,1791,,,,,,,,2233,,2755,,,,1465,,,338,,,,,,,,7954,,6986,,5876,7560,,,,,,,,354,,,,,,,,2927,3281,
1,00,"Steny H. Hoyer",DEM,Rep in Congress,05,Y,,,8342,6202,,,,,,,480,,26050,,,,,,6017,6322,,,,,,,,16549,,2368,,,,4915,,,3905,,,,,,,,5443,,4542,,7306,6060,,,,,,,,1795,,,,,,,,9263,11968,
1,00,"Jason Summers",LIB,Rep in Congress,05,,,,287,538,,,,,,,62,,1347,,,,,,575,492,,,,,,,,675,,215,,,,213,,,122,,,,,,,,438,,489,,427,630,,,,,,,,68,,,,,,,,353,567,
1,00,"Other Write-Ins",BOT,Rep in Congress,05,,Y,,34,18,,,,,,,1,,60,,,,,,16,30,,,,,,,,50,,14,,,,18,,,10,,,,,,,,12,,16,,18,14,,,,,,,,6,,,,,,,,20,31,
1,00,"Amie Hoeber",REP,Rep in Congress,06,,,,,,,3793,,19407,,,,,,,,5137,,3756,,,,,,,,,,,,,1033,,4188,,,,,,,7424,,,7786,,,,,,,,,1767,11496,8559,,,,,,10285,8540,,,,4096,,,
1,00,"John K. Delaney",DEM,Rep in Congress,06,Y,,,,,,3215,,11252,,,,,,,,4909,,10027,,,,,,,,,,,,,1428,,7859,,,,,,,11774,,,20219,,,,,,,,,1371,19006,4227,,,,,,2735,3975,,,,5456,,,
1,00,"David L. Howser",LIB,Rep in Congress,06,,,,,,,218,,729,,,,,,,,324,,300,,,,,,,,,,,,,36,,293,,,,,,,697,,,687,,,,,,,,,65,600,265,,,,,,217,287,,,,313,,,
1,00,"George Gluck",GRN,Rep in Congress,06,,,,,,,128,,434,,,,,,,,167,,310,,,,,,,,,,,,,40,,279,,,,,,,490,,,627,,,,,,,,,50,568,199,,,,,,152,176,,,,203,,,
1,00,"Ted Athey",UNF,Rep in Congress,06,,Y,,,,,2,,14,,,,,,,,2,,1,,,,,,,,,,,,,1,,0,,,,,,,9,,,3,,,,,,,,,0,4,8,,,,,,7,16,,,,4,,,
1,00,"Other Write-Ins",BOT,Rep in Congress,06,,Y,,,,,5,,13,,,,,,,,12,,15,,,,,,,,,,,,,4,,18,,,,,,,33,,,33,,,,,,,,,1,26,3,,,,,,7,12,,,,9,,,
1,00,"Corrogan R. Vaughn",REP,Rep in Congress,07,,,639,,,,,,,,,,,,354,3056,,773,,,,,,4125,6844,,2618,,,,,,,,,,1197,,2440,,,4668,11923,,,,,,312,,,,,,,944,570,,,,,,5436,,,,,,
1,00,"Elijah Cummings",DEM,Rep in Congress,07,Y,,10948,,,,,,,,,,,,7668,1350,,1768,,,,,,14935,12308,,1727,,,,,,,,,,18818,,6624,,,5996,8232,,,,,,2898,,,,,,,19049,14172,,,,,,3000,,,,,,
1,00,"Myles B. Hoenig",GRN,Rep in Congress,07,,,416,,,,,,,,,,,,242,142,,99,,,,,,649,726,,117,,,,,,,,,,1104,,283,,,364,621,,,,,,107,,,,,,,691,419,,,,,,276,,,,,,
1,00,"William T. Newton",REP,Rep in Congress,07,,Y,5,,,,,,,,,,,,1,6,,0,,,,,,9,9,,2,,,,,,,,,,0,,52,,,7,32,,,,,,0,,,,,,,2,1,,,,,,2,,,,,,
1,00,"Michael T. Pearson",REP,Rep in Congress,07,,Y,3,,,,,,,,,,,,0,0,,0,,,,,,3,0,,0,,,,,,,,,,0,,2,,,0,3,,,,,,1,,,,,,,0,0,,,,,,0,,,,,,
1,00,"Other Write-Ins",BOT,Rep in Congress,07,,Y,19,,,,,,,,,,,,29,9,,4,,,,,,40,32,,12,,,,,,,,,,42,,8,,,18,32,,,,,,8,,,,,,,54,48,,,,,,14,,,,,,
1,00,"Dan Cox",REP,Rep in Congress,08,,,,,,,29401,,,,,,,,,,2767,,4297,,,,,,,7042,,,,,,9594,2682,4658,,,,,,,1947,,7222,,15240,,,,,,,,4021,755,,,,,,,,,,,,,,,
1,00,"Jamie Raskin",DEM,Rep in Congress,08,Y,,,,,,11322,,,,,,,,,,1679,,9409,,,,,,,21536,,,,,,23049,16399,11770,,,,,,,1267,,3129,,5754,,,,,,,,4881,1132,,,,,,,,,,,,,,,
1,00,"Jasen Wunder",LIB,Rep in Congress,08,,,,,,,1221,,,,,,,,,,149,,331,,,,,,,605,,,,,,584,355,316,,,,,,,100,,392,,870,,,,,,,,204,37,,,,,,,,,,,,,,,
1,00,"Nancy Wallace",GRN,Rep in Congress,08,,,,,,,1284,,,,,,,,,,164,,583,,,,,,,1198,,,,,,829,866,599,,,,,,,93,,320,,802,,,,,,,,348,60,,,,,,,,,,,,,,,
1,00,"Kevin Levester Little",IND,Rep in Congress,08,,Y,,,,,1,,,,,,,,,,0,,1,,,,,,,1,,,,,,2,0,0,,,,,,,0,,0,,0,,,,,,,,0,0,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,Rep in Congress,08,,Y,,,,,41,,,,,,,,,,6,,24,,,,,,,55,,,,,,52,28,26,,,,,,,2,,9,,19,,,,,,,,20,3,,,,,,,,,,,,,,,
1,03,"Alan Walden",REP,Mayor                  ,,,,2393,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,2280,,,,,,,,,,,,7514,,,,,,,2178,2437,,,,,,,,,,,,
1,03,"Catherine E. Pugh",DEM,Mayor                  ,,Y,,14902,,,,,,,,,,,,4541,,,,,,,,,,,,,,,,,,,,,,15877,,,,,,,,,,,,15707,,,,,,,15013,14773,,,,,,,,,,,,
1,03,"Joshua Harris",GRN,Mayor                  ,,,,2566,,,,,,,,,,,,536,,,,,,,,,,,,,,,,,,,,,,4468,,,,,,,,,,,,3083,,,,,,,3090,1994,,,,,,,,,,,,
1,03,"Steven H. Smith",REP,Mayor                  ,,,Y,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,
1,03,"Mack Clifton",DEM,Mayor                  ,,,Y,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,
1,03,"Sheila Dixon",DEM,Mayor                  ,,,Y,7460,,,,,,,,,,,,2940,,,,,,,,,,,,,,,,,,,,,,5707,,,,,,,,,,,,3044,,,,,,,6481,5807,,,,,,,,,,,,
1,03,"Frank Francisco Logan",IND,Mayor                  ,,,Y,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,8,,,,,,,3,2,,,,,,,,,,,,
1,03,"Sarah Klauda",UNF,Mayor                  ,,,Y,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,2,2,,,,,,,,,,,,
1,03,"LaVern AW. Murray",UNF,Mayor                  ,,,Y,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,8,,,,,,,1,8,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Mayor                  ,,,Y,94,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,105,,,,,,,88,92,,,,,,,,,,,,
1,03,"Shannon Wright",REP,President City Council,,,,2979,,,,,,,,,,,,467,,,,,,,,,,,,,,,,,,,,,,2808,,,,,,,,,,,,8106,,,,,,,2668,3031,,,,,,,,,,,,
1,03,"Bernard C. Jack Young",DEM,President City Council,,Y,,21064,,,,,,,,,,,,6863,,,,,,,,,,,,,,,,,,,,,,20718,,,,,,,,,,,,16560,,,,,,,20069,18761,,,,,,,,,,,,
1,03,"Susan Gaztanaga",LIB,President City Council,,,,680,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,1493,,,,,,,772,577,,,,,,,,,,,,
1,03,"Connor Meek",GRN,President City Council,,,,1171,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,2092,,,,,,,,,,,,1391,,,,,,,1453,982,,,,,,,,,,,,
1,03,"Sharon Black",UNF,President City Council,,,,954,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,,,,1194,,,,,,,,,,,,780,,,,,,,1020,820,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,President City Council,,,Y,132,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,107,,,,,,,127,179,,,,,,,,,,,,
1,03,"Joan M. Pratt",DEM,Comptroller            ,,Y,,23147,,,,,,,,,,,,7464,,,,,,,,,,,,,,,,,,,,,,23419,,,,,,,,,,,,19938,,,,,,,22344,20830,,,,,,,,,,,,
1,03,"Jon Bombach",LIB,Comptroller            ,,,,3014,,,,,,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,3556,,,,,,,,,,,,6951,,,,,,,3052,2447,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Comptroller            ,,,Y,83,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,128,,,,,,,85,98,,,,,,,,,,,,
1,03,"Matthew McDaniel",REP,Member City Council,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491,,,,,,,,,,,,,,,,,,,,
1,03,"Zeke Cohen",DEM,Member City Council,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7460,,,,,,,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,
1,03,"Gregory Yarberough",REP,Member City Council,002,,,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,
1,03,"Brandon M. Scott",DEM,Member City Council,002,Y,,7345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,002,,Y,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1,03,"Ryan Dorsey",DEM,Member City Council,003,Y,,3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03,"G. Andreas Spilly Spiliadis",GRN,Member City Council,003,,,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,003,,Y,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03,"William Sam Broaddus, III",REP,Member City Council,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03,"Bill Henry",DEM,Member City Council,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,03,"Isaac Yitzy Schleifer",DEM,Member City Council,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8135,,,,,,,,,,,,
1,03,"Derrick Lennon",DEM,Member City Council,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,
1,03,"Sharon Green Middleton",DEM,Member City Council,006,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,5607,,,,,,,,,,,,
1,03,"Richard Thomas White, Jr.",GRN,Member City Council,006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,684,,,,,,,,,,,,
1,03,"Anthony s White",DEM,Member City Council,006,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,56,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,006,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,32,,,,,,,,,,,,
1,03,"Tamara Purnell",REP,Member City Council,007,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,185,,,,,,,,,,,,
1,03,"Leon F. Pinkett, III",DEM,Member City Council,007,Y,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7376,1176,,,,,,,,,,,,
1,03,"Nnamdi Scott",OTH,Member City Council,007,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,132,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,007,,Y,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,,,,,,,,,,,,
1,03,"Joseph Brown, Jr.",REP,Member City Council,008,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,,
1,03,"Kristerfer Burnett",DEM,Member City Council,008,Y,,,,,,,,,,,,,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5450,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,008,,Y,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
1,03,"Kenneth Earl Ebron, Jr.",REP,Member City Council,009,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,
1,03,"John T. Bullock",DEM,Member City Council,009,Y,,,,,,,,,,,,,,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210,,,,,,,,,,,,,
1,03,"Jamie Latear Frierson",GRN,Member City Council,009,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,009,,Y,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,03,"Christine Digman",REP,Member City Council,010,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,,,,,,,900,,,,,,,,,,,,,
1,03,"Edward L. Reisinger",DEM,Member City Council,010,Y,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4496,,,,,,,2042,,,,,,,,,,,,,
1,03,"Amanda E. Maminski",GRN,Member City Council,010,,Y,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,14,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,010,,Y,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,22,,,,,,,,,,,,,
1,03,"Eric Costello",DEM,Member City Council,011,Y,,182,,,,,,,,,,,,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7152,,,,,,,4360,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,011,,Y,4,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,85,,,,,,,,,,,,,
1,03,"Robert Stokes, Sr.",DEM,Member City Council,012,Y,,4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,,,,,,,,,,,,1084,,,,,,,,,,,,,,,,,,,,
1,03,"Ian Schlakman",GRN,Member City Council,012,,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,
1,03,"Frank W. Richardson",UNF,Member City Council,012,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,
1,03,"Dan Sparaco",UNF,Member City Council,012,,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,012,,Y,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1,03,"George Johnson",REP,Member City Council,013,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,
1,03,"Shannon Sneed",DEM,Member City Council,013,Y,,6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461,,,,,,,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,013,,Y,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
1,03,"Mary Pat Clarke",DEM,Member City Council,014,Y,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7944,,,,,,,,,,,,,,,,,,,1276,822,,,,,,,,,,,,
1,03,"David Harding",UNF,Member City Council,014,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,168,85,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Member City Council,014,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
1,08,"Alan McCarthy",REP,County Executive       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607,,,,,,,,,,,,8437,,,,,,5682,,,,,,,,,,,
1,08,"Wayne Lee Tome, Sr.",DEM,County Executive       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181,,,,,,,,,,,,4332,,,,,,2283,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,31,,,,,,15,,,,,,,,,,,
1,08,"Bob Meffley",REP,County Council         ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8193,,,,,,,,,,,,10633,,,,,,6947,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,194,,,,,,82,,,,,,,,,,,
1,08,"Jackie Gregory",REP,County Council         ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7789,,,,,,,,,,,,10388,,,,,,6809,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,194,,,,,,87,,,,,,,,,,,
1,21,"Stephen Kehoe",BOT,Judge of the Circuit Court,02,Y,,,,,8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,Judge of the Circuit Court,02,,Y,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,04,"Kathleen G. Cox",BOT,Judge of the Circuit Court,03,Y,,,,,,,,,23132,,,,,,13991,,,,,,,,13456,8997,,22709,,,,,,,,,,,,19464,,,,,,,,7587,,,,,,,,,,,,,,,,20096,,21480,,,,
1,04,"Leo Wayne Dymowski",BOT,Judge of the Circuit Court,03,,,,,,,,,,9733,,,,,,6537,,,,,,,,4717,3812,,7257,,,,,,,,,,,,6494,,,,,,,,2544,,,,,,,,,,,,,,,,7846,,8844,,,,
1,04,"Keith R. Truffer",BOT,Judge of the Circuit Court,03,Y,,,,,,,,,12291,,,,,,8036,,,,,,,,6998,4835,,13935,,,,,,,,,,,,10390,,,,,,,,4822,,,,,,,,,,,,,,,,11955,,11396,,,,
1,04,"Other Write-Ins",BOT,Judge of the Circuit Court,03,,Y,,,,,,,,326,,,,,,219,,,,,,,,187,140,,372,,,,,,,,,,,,265,,,,,,,,127,,,,,,,,,,,,,,,,291,,263,,,,
1,13,"Kevin J. Mahoney",BOT,Judge of the Circuit Court,03,Y,,,,,,,,,,,,16889,,,17645,,,,,,,11441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18508,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Judge of the Circuit Court,03,,Y,,,,,,,,,,,302,,,293,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,
1,01,"Jeffrey S. Getty",BOT,Judge of the Circuit Court,04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11647,,,,,,3687,5539,,,,,,,
1,01,"Other Write-Ins",BOT,Judge of the Circuit Court,04,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,16,81,,,,,,,
1,12,"Raymond G. Strubin",BOT,Judge of the Circuit Court,04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8171,,,,,,,,
1,12,"Other Write-Ins",BOT,Judge of the Circuit Court,04,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,
1,22,"Viki M. Pauler",BOT,Judge of the Circuit Court,04,Y,,,,,,,,24190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003,,,,7910,,,
1,22,"Other Write-Ins",BOT,Judge of the Circuit Court,04,,Y,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,108,,,
1,02,"Claudia Barber",BOT,Judge of the Circuit Court,05,,,,,,,,,,,,8305,,,,,,,,,3061,4626,,,,,,,,9282,13878,,,,,15105,,,,,,,,,,,,4329,,,,,,,,,,,,,,,,,,,,,
1,02,"Glenn Klavans",BOT,Judge of the Circuit Court,05,Y,,,,,,,,,,,10603,,,,,,,,,3651,4508,,,,,,,,16086,23381,,,,,15114,,,,,,,,,,,,6163,,,,,,,,,,,,,,,,,,,,,
1,02,"Stacy W. McCormack",BOT,Judge of the Circuit Court,05,Y,,,,,,,,,,,12559,,,,,,,,,4393,5691,,,,,,,,17907,26878,,,,,18679,,,,,,,,,,,,7086,,,,,,,,,,,,,,,,,,,,,
1,02,"Donna Schaeffer",BOT,Judge of the Circuit Court,05,Y,,,,,,,,,,,13029,,,,,,,,,4639,5916,,,,,,,,18765,27435,,,,,19344,,,,,,,,,,,,7261,,,,,,,,,,,,,,,,,,,,,
1,02,"Cathy Vitale",BOT,Judge of the Circuit Court,05,Y,,,,,,,,,,,12584,,,,,,,,,4332,5222,,,,,,,,18460,30010,,,,,17397,,,,,,,,,,,,6843,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,Judge of the Circuit Court,05,,Y,,,,,,,,,,276,,,,,,,,,86,115,,,,,,,,296,489,,,,,472,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,
1,14,"Mary Kramer",BOT,Judge of the Circuit Court,05,Y,,,,,,,,,,,,,,,,,29054,,,,,,,13229,,,,,,,,,,,,,,,,,8304,15361,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,Judge of the Circuit Court,05,,Y,,,,,,,,,,,,,,,,479,,,,,,,209,,,,,,,,,,,,,,,,,125,269,,,,,,,,,,,,,,,,,,,,,,,,,,
