County,Month,Year,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4,,,,,
Kings,6,2012,Jun-12,U,U,U,5,2,3,5,15,2,25,5,,,,,
Kings,7,2012,Jul-12,U,U,U,2,7,1,1,23,7,17,7,,,,,
Kings,8,2012,Aug-12,U,0,U,2,8,5,4,17,4,27,21,,,,,
Kings,9,2012,Sep-12,54,0,U,2,8,5,5,15,5,18,9,,,,,
Kings,10,2012,Oct-12,53,0,U,3,12,8,10,18,5,23,13,,,,,
Kings,11,2012,Nov-12,47,23,U,1,8,9,11,12,7,25,7,,,,,
Kings,12,2012,Dec-12,21,18,U,1,6,11,6,9,5,12,4,,,,,
Kings,1,2013,Jan-13,24,32,U,5,1,5,3,23,1,18,3,,,,,
Kings,2,2013,Feb-13,32,29,U,1,3,2,11,12,6,13,4,,,,,
Kings,3,2013,Mar-13,23,21,U,3,4,17,1,16,8,11,2,,,,,
Kings,4,2013,Apr-13,25,20,U,4,5,7,2,25,5,20,4,,,,,
Kings,5,2013,May-13,29,37,U,4,7,10,2,28,6,22,5,,,,,
Kings,6,2013,Jun-13,32,52,U,1,5,15,4,16,3,16,7,,,,,
Kings,7,2013,Jul-13,25,50,U,0,2,5,3,24,0,4,2,,,,,
Kings,8,2013,Aug-13,31,38,U,1,7,6,6,11,1,14,1,,,,,
Kings,9,2013,Sep-13,24,39,U,1,4,9,0,10,0,5,3,,,,,
Kings,10,2013,Oct-13,17,37,U,4,2,10,2,10,1,17,2,,,,,
Kings,11,2013,Nov-13,27,43,U,0,1,11,1,10,0,12,4,,,,,
Kings,12,2013,Dec-13,21,23,U,1,0,6,3,10,0,8,3,,,,,
Kings,1,2014,Jan-14,30,U,U,4,10,6,5,15,1,12,0,,,,,
Kings,2,2014,Feb-14,23,U,U,4,4,4,0,11,0,11,0,,,,,
Kings,3,2014,Mar-14,21,U,U,2,6,10,6,16,2,15,0,,,,,
Kings,4,2014,Apr-14,32,U,U,3,6,4,0,13,4,6,0,,,,,
Kings,5,2014,May-14,24,U,U,4,2,11,0,3,1,11,1,,,,,
Kings,6,2014,Jun-14,25,U,U,5,4,5,0,9,3,10,2,,,,,
Kings,7,2014,Jul-14,20,U,U,2,6,13,0,15,0,3,0,,,,,
Kings,8,2014,Aug-14,29,U,U,6,5,12,1,20,4,14,0,,,,,
Kings,9,2014,Sep-14,23,21,U,3,3,8,0,13,4,10,0,,,,,
Kings,10,2014,Oct-14,32,9,U,3,5,10,1,13,1,6,1,,,,,
Kings,11,2014,Nov-14,21,16,U,4,2,5,0,12,4,6,2,,,,,
Kings,12,2014,Dec-14,15,10,U,4,2,8,2,7,2,6,1,,,,,
Kings,1,2015,Jan-15,15,12,U,8,5,10,1,8,4,7,0,,,,,
Kings,2,2015,Feb-15,22,13,U,8,1,7,2,8,2,10,3,,,,,
Kings,3,2015,Mar-15,14,10,U,5,3,10,3,4,3,6,2,,,,,
Kings,4,2015,Apr-15,19,13,U,7,2,9,2,10,3,10,1,,,,,
Kings,5,2015,May-15,22,9,U,13,5,9,3,18,4,0,0,,,,,
Kings,6,2015,Jun-15,26,12,U,8,2,13,3,7,5,10,2,,,,,
Kings,7,2015,Jul-15,19,10,U,5,2,10,1,2,1,10,1,,,,,
Kings,8,2015,Aug-15,15,11,U,2,2,1,1,9,7,8,0,,,,,
Kings,9,2015,Sep-15,18,13,U,10,6,8,6,9,0,13,4,,,,,
Kings,10,2015,Oct-15,21,12,U,11,0,3,3,15,13,11,10,,,,,
Kings,11,2015,Nov-15,28,19,7,3,2,11,3,12,8,5,8,,,,,
Kings,12,2015,Dec-15,22,23,7,5,2,7,5,10,6,8,6,,,,,
Kings,1,2016,Jan-16,25,35,7,4,2,11,4,9,6,17,6,,,,,
Kings,2,2016,Feb-16,29,29,5,8,3,10,7,18,12,13,12,,,,,
Kings,3,2016,Mar-16,21,37,5,5,0,13,1,13,9,12,9,,,,,
Kings,4,2016,Apr-16,18,36,9,3,1,7,2,16,5,11,5,,,,,
Kings,5,2016,May-16,31,38,8,5,1,11,8,10,6,6,6,,,,,
Kings,6,2016,Jun-16,26,28,9,2,4,13,10,9,5,6,5,,,,,
Kings,7,2016,Jul-16,24,34,4,4,6,12,9,8,6,6,4,,,,,
Kings,8,2016,Aug-16,21,46,5,6,7,11,9,6,6,9,5,,,,,
Kings,9,2016,Sep-16,19,45,10,3,8,10,14,13,9,6,6,,,,,
Kings,10,2016,Oct-16,18,47,4,3,1,5,3,15,10,7,6,,,,,
Kings,11,2016,Nov-16,15,36,7,2,1,5,3,12,9,5,9,,,,,
Kings,12,2016,Dec-16,8,42,4,2,3,8,4,9,7,6,6,,,,,
Kings,1,2017,Jan-17,12,41,2,1,2,10,8,12,8,5,6,,,,,
Kings,2,2017,Feb-17,20,25,4,2,2,7,9,10,7,5,7,,,,,
Kings,3,2017,Mar-17,16,36,5,3,4,10,8,9,8,6,6,,,,,
Kings,4,2017,Apr-17,13,31,7,3,1,3,4,16,10,11,0,,,,,
Kings,5,2017,May-17,13,27,4,3,2,5,4,15,12,17,0,,,,,
Kings,6,2017,Jun-17,16,32,7,3,4,7,5,19,9,11,0,,,,,
Kings,7,2017,Jul-17,11,44,4,3,0,10,2,17,8,9,0,,,,,
Kings,8,2017,Aug-17,19,47,5,3,4,6,10,10,12,3,3,,,,,
Kings,9,2017,Sep-17,12,24,12,2,4,4,7,10,12,2,2,,,,,
Kings,10,2017,Oct-17,16,33,6,4,7,2,3,7,1,2,7,,,,,
Kings,11,2017,Nov-17,11,25,6,6,7,15,8,5,3,2,7,,,,,
Kings,12,2017,Dec-17,8,45,3,6,6,4,9,11,6,7,9,,,,,
Kings,1,2018,Jan-18,12,43,6,4,4,11,3,14,3,18,12,,,,,
Kings,2,2018,Feb-18,17,U,U,2,5,8,8,12,8,4,4,,,,,
Kings,3,2018,Mar-18,21,U,U,2,2,10,7,15,10,10,7,,,,,
Kings,4,2018,Apr-18,14,U,U,5,8,6,10,11,7,12,10,,,,,
Kings,5,2018,May-18,13,U,U,3,11,10,9,12,12,7,4,,,,,
Kings,6,2018,Jun-18,15,U,U,5,6,12,6,15,6,12,7,,,,,
Kings,7,2018,Jul-18,15,U,U,8,7,11,10,13,11,10,8,,,,,
Kings,8,2018,Aug-18,14,U,U,7,9,11,9,13,10,6,9,,,,,
Kings,9,2018,Sep-18,18,U,U,8,8,7,9,10,9,9,10,,,,,
Kings,10,2018,Oct-18,17,U,U,9,9,8,16,18,17,8,13,,,,,
Kings,11,2018,Nov-18,19,U,U,8,9,2,6,16,12,8,11,,,,,
Kings,12,2018,Dec-18,14,U,U,6,3,8,10,14,7,4,7,,,,,
Kings,1,2019,Jan-19,18,U,U,12,7,20,16,15,12,13,12,,,,,
Kings,2,2019,Feb-19,13,U,U,11,5,6,13,21,6,11,6,,,,,
Kings,3,2019,Mar-19,11,U,U,7,6,13,14,21,17,11,17,,,,,
Kings,4,2019,Apr-19,9,U,U,2,3,10,6,21,11,14,11,,,,,
Kings,5,2019,May-19,16,U,U,3,4,16,11,17,10,10,12,,,,,
Kings,6,2019,Jun-19,18,U,U,5,1,17,12,32,14,20,14,,,,,
Kings,7,2019,Jul-19,14,U,U,5,7,15,13,15,16,13,17,,,,,
Kings,8,2019,Aug-19,18,U,U,6,6,12,19,15,10,21,10,,,,,
Kings,9,2019,Sep-19,13,U,U,7,2,15,8,15,10,16,10,,,,,
Kings,10,2019,Oct-19,18,U,U,4,4,19,12,14,8,15,8,,,,,
Kings,11,2019,Nov-19,22,U,U,8,4,7,10,9,4,11,4,,,,,
Kings,12,2019,Dec-19,10,U,U,8,1,8,5,18,14,14,14,,,,,
Kings,1,2020,Jan-20,14,U,U,4,5,11,20,9,13,10,13,,,,,
Kings,2,2020,Feb-20,11,U,U,7,2,11,5,8,4,15,4,,,,,
Kings,3,2020,Mar-20,13,U,U,5,3,5,10,4,8,11,8,,,,,
Lake,10,2011,Oct-11,3,U,U,0,U,U,U,16,4,14,2,,,,,
Lake,11,2011,Nov-11,7,U,U,0,U,U,U,16,8,5,5,,,,,
Lake,12,2011,Dec-11,8,U,U,0,U,U,U,15,6,4,3,,,,,
Lake,1,2012,Jan-12,14,U,U,0,2,0,0,9,13,10,6,,,,,
Lake,2,2012,Feb-12,6,U,U,0,5,4,3,10,16,9,3,,,,,
Lake,3,2012,Mar-12,6,0,0,0,1,1,1,13,15,4,1,,,,,
Lake,4,2012,Apr-12,8,U,U,0,0,1,4,14,25,9,7,,,,,
Lake,5,2012,May-12,7,0,0,0,0,1,5,13,20,5,0,,,,,
Lake,6,2012,Jun-12,3,0,0,0,1,2,3,15,17,5,4,,,,,
Lake,7,2012,Jul-12,6,1,0,0,3,4,3,8,10,11,3,,,,,
Lake,8,2012,Aug-12,5,2,0,0,3,2,0,12,6,6,2,,,,,
Lake,9,2012,Sep-12,6,2,0,0,1,2,0,13,6,7,3,,,,,
Lake,10,2012,Oct-12,10,2,0,0,2,2,5,8,7,6,2,,,,,
Lake,11,2012,Nov-12,4,2,0,0,4,3,0,9,6,3,0,,,,,
Lake,12,2012,Dec-12,11,2,0,0,2,0,0,7,4,10,0,,,,,
Lake,1,2013,Jan-13,12,2,0,0,0,1,0,6,2,4,1,,,,,
Lake,2,2013,Feb-13,9,2,0,0,0,3,2,5,5,3,1,,,,,
Lake,3,2013,Mar-13,6,2,0,1,3,1,0,4,0,6,4,,,,,
Lake,4,2013,Apr-13,7,3,0,1,5,1,1,12,7,3,0,,,,,
Lake,5,2013,May-13,6,3,0,5,9,2,7,12,3,6,1,,,,,
Lake,6,2013,Jun-13,12,4,0,1,1,3,2,3,9,9,4,,,,,
Lake,7,2013,Jul-13,12,6,1,1,1,0,0,5,0,5,14,,,,,
Lake,8,2013,Aug-13,12,4,1,1,1,4,0,4,0,1,5,,,,,
Lake,9,2013,Sep-13,12,4,1,1,2,3,0,8,0,12,1,,,,,
Lake,10,2013,Oct-13,9,1,0,1,0,4,0,8,0,2,0,,,,,
Lake,11,2013,Nov-13,8,5,1,0,0,4,1,5,1,7,0,,,,,
Lake,12,2013,Dec-13,5,3,1,0,2,0,1,9,0,4,0,,,,,
Lake,1,2014,Jan-14,8,2,2,1,2,2,1,8,1,9,2,,,,,
Lake,2,2014,Feb-14,13,0,1,0,4,0,1,5,1,6,0,,,,,
Lake,3,2014,Mar-14,9,0,0,1,2,0,1,8,1,4,0,,,,,
Lake,4,2014,Apr-14,7,0,0,0,1,1,0,3,2,4,0,,,,,
Lake,5,2014,May-14,8,0,0,1,1,4,1,6,3,4,0,,,,,
Lake,6,2014,Jun-14,8,0,0,1,2,4,2,2,0,2,0,,,,,
Lake,7,2014,Jul-14,2,1,1,0,1,1,1,5,1,3,0,,,,,
Lake,8,2014,Aug-14,6,1,0,1,2,4,4,9,3,2,1,,,,,
Lake,9,2014,Sep-14,10,1,0,0,2,2,0,3,1,3,1,,,,,
Lake,10,2014,Oct-14,10,0,0,0,0,0,0,6,2,2,0,,,,,
Lake,11,2014,Nov-14,3,0,0,0,2,0,2,7,0,3,0,,,,,
Lake,12,2014,Dec-14,4,0,0,0,0,0,1,2,1,0,0,,,,,
Lake,1,2015,Jan-15,3,0,1,0,0,1,1,8,1,1,0,,,,,
Lake,2,2015,Feb-15,4,0,0,0,0,0,0,4,0,1,0,,,,,
Lake,3,2015,Mar-15,6,0,0,1,3,1,1,3,0,2,0,,,,,
Lake,4,2015,Apr-15,6,0,0,0,2,0,1,3,0,1,0,,,,,
Lake,5,2015,May-15,5,0,0,0,1,1,0,4,1,4,0,,,,,
Lake,6,2015,Jun-15,13,0,0,0,0,2,0,3,0,0,0,,,,,
Lake,7,2015,Jul-15,2,0,0,0,0,0,0,4,1,1,0,,,,,
Lake,8,2015,Aug-15,6,0,1,1,1,2,1,3,2,3,0,,,,,
Lake,9,2015,Sep-15,5,1,0,0,1,2,0,1,0,4,0,,,,,
Lake,10,2015,Oct-15,2,0,0,2,3,4,2,1,1,1,0,,,,,
Lake,11,2015,Nov-15,5,0,0,2,0,4,2,2,2,3,0,,,,,
Lake,12,2015,Dec-15,3,0,0,0,4,3,1,5,0,3,0,,,,,
Lake,1,2016,Jan-16,5,0,0,0,3,2,1,3,1,5,1,,,,,
Lake,2,2016,Feb-16,5,0,0,0,1,1,2,0,1,3,2,,,,,
Lake,3,2016,Mar-16,2,0,0,0,5,3,1,5,1,1,0,,,,,
Lake,4,2016,Apr-16,1,0,0,0,0,3,1,2,0,5,1,,,,,
Lake,5,2016,May-16,5,0,0,0,2,9,0,4,0,1,1,,,,,
Lake,6,2016,Jun-16,4,0,0,0,1,2,6,1,0,3,0,,,,,
Lake,7,2016,Jul-16,7,0,0,0,3,3,3,2,0,6,0,,,,,
Lake,8,2016,Aug-16,4,0,0,0,1,5,1,4,0,6,0,,,,,
Lake,9,2016,Sep-16,2,0,0,0,0,3,0,1,1,3,0,,,,,
Lake,10,2016,Oct-16,4,0,0,1,0,2,0,1,0,5,0,,,,,
Lake,11,2016,Nov-16,2,0,0,0,1,1,0,1,0,2,0,,,,,
Lake,12,2016,Dec-16,1,0,0,0,0,8,2,2,1,1,1,,,,,
Lake,1,2017,Jan-17,5,0,0,0,0,1,0,1,0,4,0,,,,,
Lake,2,2017,Feb-17,4,0,0,0,0,2,0,0,0,6,2,,,,,
Lake,3,2017,Mar-17,9,0,0,1,1,2,0,1,1,4,5,,,,,
Lake,4,2017,Apr-17,6,0,0,1,3,1,3,4,2,3,3,,,,,
Lake,5,2017,May-17,7,1,0,1,1,3,5,1,1,2,1,,,,,
Lake,6,2017,Jun-17,7,0,0,1,1,3,1,0,0,1,1,,,,,
Lake,7,2017,Jul-17,5,2,0,2,3,1,4,1,0,2,0,,,,,
Lake,8,2017,Aug-17,7,0,0,2,1,4,6,1,0,2,3,,,,,
Lake,9,2017,Sep-17,5,0,0,2,0,2,6,4,2,1,1,,,,,
Lake,10,2017,Oct-17,2,0,0,4,0,3,8,2,1,1,1,,,,,
Lake,11,2017,Nov-17,6,1,0,0,0,2,3,1,2,1,1,,,,,
Lake,12,2017,Dec-17,2,0,0,0,0,5,4,1,1,1,1,,,,,
Lake,1,2018,Jan-18,2,0,0,1,2,4,4,4,0,4,2,,,,,
Lake,2,2018,Feb-18,3,0,0,1,0,8,6,3,1,3,3,,,,,
Lake,3,2018,Mar-18,9,0,0,2,0,7,6,3,3,5,1,,,,,
Lake,4,2018,Apr-18,10,0,0,0,0,4,1,5,5,5,4,,,,,
Lake,5,2018,May-18,5,0,0,0,0,7,6,3,3,3,5,,,,,
Lake,6,2018,Jun-18,3,0,0,2,7,5,4,4,4,2,2,,,,,
Lake,7,2018,Jul-18,0,1,0,1,1,6,0,6,0,3,1,,,,,
Lake,8,2018,Aug-18,5,1,0,1,0,5,0,7,0,5,3,,,,,
Lake,9,2018,Sep-18,2,0,0,2,1,3,0,15,3,2,2,,,,,
Lake,10,2018,Oct-18,0,0,0,1,1,2,0,4,1,9,8,,,,,
Lake,11,2018,Nov-18,0,0,0,0,0,4,0,12,10,3,1,,,,,
Lake,12,2018,Dec-18,1,0,0,0,1,4,2,12,2,3,3,,,,,
Lake,1,2019,Jan-19,0,0,0,0,3,4,0,2,2,5,3,,,,,
Lake,2,2019,Feb-19,0,0,0,0,1,4,0,4,5,2,0,,,,,
Lake,3,2019,Mar-19,3,0,0,1,0,2,0,11,4,3,8,,,,,
Lake,4,2019,Apr-19,3,0,1,1,1,7,0,4,3,3,10,,,,,
Lake,5,2019,May-19,8,0,0,1,1,1,0,7,3,4,6,,,,,
Lake,6,2019,Jun-19,4,0,0,2,1,5,0,4,4,3,7,,,,,
Lake,7,2019,Jul-19,3,0,0,1,0,9,0,9,2,5,5,,,,,
Lake,8,2019,Aug-19,3,0,0,0,0,4,0,10,2,8,7,,,,,
Lake,9,2019,Sep-19,7,0,0,1,0,4,0,10,4,3,5,,,,,
Lake,10,2019,Oct-19,4,0,0,3,3,8,0,8,0,3,4,,,,,
Lake,11,2019,Nov-19,6,0,0,0,3,3,0,4,3,5,2,,,,,
Lake,12,2019,Dec-19,6,0,0,0,1,0,0,4,0,5,0,,,,,
Lake,1,2020,Jan-20,2,0,0,0,2,10,0,12,3,4,0,,,,,
Lake,2,2020,Feb-20,5,0,0,0,2,2,0,2,1,2,0,,,,,
Lake,3,2020,Mar-20,1,1,0,0,0,3,0,1,1,1,0,,,,,
Lassen,10,2011,Oct-11,5,1,0,0,0,0,0,0,0,0,0,,,,,
Lassen,11,2011,Nov-11,7,0,0,0,0,0,0,1,1,2,1,,,,,
Lassen,12,2011,Dec-11,5,0,0,0,0,0,0,2,0,2,2,,,,,
Lassen,1,2012,Jan-12,12,0,0,0,0,0,0,1,3,1,0,,,,,
Lassen,2,2012,Feb-12,0,0,0,1,1,0,1,1,4,4,1,,,,,
Lassen,3,2012,Mar-12,3,0,0,0,0,0,0,2,2,1,0,,,,,
Lassen,4,2012,Apr-12,3,0,0,1,0,1,0,1,1,3,0,,,,,
Lassen,5,2012,May-12,4,0,0,1,1,0,0,2,2,3,3,,,,,
Lassen,6,2012,Jun-12,2,0,0,1,0,1,1,3,0,1,0,,,,,
Lassen,7,2012,Jul-12,2,1,1,1,2,0,0,2,0,1,0,,,,,
Lassen,8,2012,Aug-12,0,0,0,1,2,1,1,0,0,3,0,,,,,
Lassen,9,2012,Sep-12,4,0,0,0,0,1,0,1,2,1,0,,,,,
Lassen,10,2012,Oct-12,5,0,0,1,1,2,0,1,1,0,0,,,,,
Lassen,11,2012,Nov-12,3,0,0,0,0,4,1,2,0,1,0,,,,,
Lassen,12,2012,Dec-12,9,0,0,0,1,0,1,2,2,0,0,,,,,
Lassen,1,2013,Jan-13,3,0,0,0,1,2,1,1,0,1,0,,,,,
Lassen,2,2013,Feb-13,2,0,0,0,2,3,1,1,1,2,0,,,,,
Lassen,3,2013,Mar-13,3,0,0,0,1,3,1,1,3,1,1,,,,,
Lassen,4,2013,Apr-13,8,2,0,1,1,2,3,1,0,2,0,,,,,
Lassen,5,2013,May-13,5,2,0,0,3,0,2,2,4,0,0,,,,,
Lassen,6,2013,Jun-13,6,1,1,0,1,2,1,1,1,0,0,,,,,
Lassen,7,2013,Jul-13,13,3,0,1,0,1,3,1,0,1,0,,,,,
Lassen,8,2013,Aug-13,5,0,0,0,1,0,0,2,1,2,1,,,,,
Lassen,9,2013,Sep-13,7,2,0,0,2,1,0,0,0,2,0,,,,,
Lassen,10,2013,Oct-13,5,0,0,1,4,4,1,2,0,2,1,,,,,
Lassen,11,2013,Nov-13,10,0,0,1,0,0,4,0,1,0,1,,,,,
Lassen,12,2013,Dec-13,6,4,2,2,0,0,3,0,0,0,0,,,,,
Lassen,1,2014,Jan-14,1,2,0,4,2,1,2,3,1,0,0,,,,,
Lassen,2,2014,Feb-14,5,0,0,3,4,1,1,2,0,0,0,,,,,
Lassen,3,2014,Mar-14,3,2,0,0,2,2,3,0,0,0,0,,,,,
Lassen,4,2014,Apr-14,10,0,1,0,4,2,4,3,1,0,0,,,,,
Lassen,5,2014,May-14,4,0,0,2,4,0,2,2,3,1,1,,,,,
Lassen,6,2014,Jun-14,2,3,1,2,2,0,3,2,1,0,0,,,,,
Lassen,7,2014,Jul-14,2,1,1,2,4,4,8,4,1,0,0,,,,,
Lassen,8,2014,Aug-14,2,1,1,1,2,1,0,2,2,3,2,,,,,
Lassen,9,2014,Sep-14,5,0,0,2,0,0,5,3,0,0,0,,,,,
Lassen,10,2014,Oct-14,3,1,0,0,3,1,3,2,0,1,0,,,,,
Lassen,11,2014,Nov-14,1,1,0,3,1,1,3,1,0,1,0,,,,,
Lassen,12,2014,Dec-14,2,4,0,0,2,0,0,0,0,2,0,,,,,
Lassen,1,2015,Jan-15,1,1,1,0,1,1,1,3,0,1,0,,,,,
Lassen,2,2015,Feb-15,0,0,0,1,1,1,0,4,2,2,0,,,,,
Lassen,3,2015,Mar-15,4,0,1,3,0,1,2,0,0,1,1,,,,,
Lassen,4,2015,Apr-15,2,0,1,1,1,0,1,2,2,1,1,,,,,
Lassen,5,2015,May-15,1,3,0,4,4,2,3,0,0,1,1,,,,,
Lassen,6,2015,Jun-15,5,0,0,1,0,0,2,1,0,2,0,,,,,
Lassen,7,2015,Jul-15,2,0,0,1,0,0,0,0,0,1,1,,,,,
Lassen,8,2015,Aug-15,1,2,1,1,0,1,0,1,0,1,0,,,,,
Lassen,9,2015,Sep-15,4,2,1,0,1,0,0,0,1,0,0,,,,,
Lassen,10,2015,Oct-15,2,0,0,0,2,1,1,2,0,1,1,,,,,
Lassen,11,2015,Nov-15,2,2,1,1,0,1,4,1,0,2,0,,,,,
Lassen,12,2015,Dec-15,3,1,1,0,1,1,1,0,1,1,1,,,,,
Lassen,1,2016,Jan-16,0,0,0,2,1,1,0,1,0,0,0,,,,,
Lassen,2,2016,Feb-16,1,1,2,3,1,0,1,0,1,2,1,,,,,
Lassen,3,2016,Mar-16,5,1,4,0,2,0,2,0,0,1,0,,,,,
Lassen,4,2016,Apr-16,0,1,0,0,2,0,3,1,0,1,0,,,,,
Lassen,5,2016,May-16,0,1,0,0,2,0,3,1,0,1,0,,,,,
Lassen,6,2016,Jun-16,2,0,0,0,2,1,1,0,0,2,0,,,,,
Lassen,7,2016,Jul-16,1,0,0,1,0,1,1,1,0,0,1,,,,,
Lassen,8,2016,Aug-16,1,0,0,1,3,2,1,0,0,4,0,,,,,
Lassen,9,2016,Sep-16,2,0,0,0,3,0,1,1,1,0,0,,,,,
Lassen,10,2016,Oct-16,2,2,0,0,2,1,3,1,0,2,0,,,,,
Lassen,11,2016,Nov-16,1,0,2,1,2,2,3,0,0,2,0,,,,,
Lassen,12,2016,Dec-16,4,1,0,0,0,2,3,3,0,0,0,,,,,
Lassen,1,2017,Jan-17,3,1,0,0,1,0,1,1,1,0,0,,,,,
Lassen,2,2017,Feb-17,0,1,0,0,4,0,1,1,0,0,0,,,,,
Lassen,3,2017,Mar-17,2,0,0,0,2,1,2,3,0,0,0,,,,,
Lassen,4,2017,Apr-17,1,1,1,0,1,1,2,2,1,1,0,,,,,
Lassen,5,2017,May-17,0,0,0,1,0,1,1,2,0,1,0,,,,,
Lassen,6,2017,Jun-17,1,0,0,1,3,1,0,1,0,2,0,,,,,
Lassen,7,2017,Jul-17,1,1,1,1,2,1,4,1,0,0,0,,,,,
Lassen,8,2017,Aug-17,1,1,1,0,1,0,4,2,1,2,0,,,,,
Lassen,9,2017,Sep-17,0,0,0,0,3,0,3,5,0,0,0,,,,,
Lassen,10,2017,Oct-17,0,2,0,0,0,0,0,5,5,0,5,,,,,
Lassen,11,2017,Nov-17,3,2,2,0,1,1,1,4,0,2,0,,,,,
Lassen,12,2017,Dec-17,3,0,0,0,0,0,1,1,0,1,0,,,,,
Lassen,1,2018,Jan-18,0,0,0,0,1,0,0,4,1,2,2,,,,,
Lassen,2,2018,Feb-18,1,2,0,0,1,0,1,1,3,1,0,,,,,
Lassen,3,2018,Mar-18,1,0,0,0,0,1,1,1,1,1,1,,,,,
Lassen,4,2018,Apr-18,0,0,0,0,0,0,1,0,1,0,1,,,,,
Lassen,5,2018,May-18,4,1,0,0,0,0,0,1,0,1,0,,,,,
Lassen,6,2018,Jun-18,1,3,0,0,0,2,0,1,0,2,0,,,,,
Lassen,7,2018,Jul-18,5,3,0,0,1,0,1,1,1,0,1,,,,,
Lassen,8,2018,Aug-18,2,4,0,0,0,0,2,3,0,0,0,,,,,
Lassen,9,2018,Sep-18,0,3,0,0,0,1,0,0,1,1,1,,,,,
Lassen,10,2018,Oct-18,0,1,0,0,0,1,0,0,0,4,0,,,,,
Lassen,11,2018,Nov-18,1,1,0,0,0,1,0,1,0,3,2,,,,,
Lassen,12,2018,Dec-18,3,2,0,0,0,0,0,0,1,3,1,,,,,
Lassen,1,2019,Jan-19,1,0,0,0,1,2,1,2,1,0,0,,,,,
Lassen,2,2019,Feb-19,2,0,0,0,1,1,2,0,0,1,0,,,,,
Lassen,3,2019,Mar-19,2,0,0,0,1,1,0,0,0,2,0,,,,,
Lassen,4,2019,Apr-19,0,0,0,0,0,0,2,1,0,0,0,,,,,
Lassen,5,2019,May-19,1,1,1,2,1,0,0,3,1,1,1,,,,,
Lassen,6,2019,Jun-19,3,1,0,0,0,0,1,0,2,1,0,,,,,
Lassen,7,2019,Jul-19,3,0,0,0,0,1,0,1,1,2,1,,,,,
Lassen,8,2019,Aug-19,1,1,0,0,1,0,0,7,0,0,0,,,,,
Lassen,9,2019,Sep-19,1,2,0,0,0,1,0,0,0,0,0,,,,,
Lassen,10,2019,Oct-19,1,2,0,0,0,2,0,1,0,0,0,,,,,
Lassen,11,2019,Nov-19,0,1,0,0,1,0,1,1,0,0,0,,,,,
Lassen,12,2019,Dec-19,2,0,0,0,1,0,0,1,0,0,0,,,,,
Lassen,1,2020,Jan-20,4,0,0,1,3,0,1,1,0,0,0,,,,,
Lassen,2,2020,Feb-20,2,1,1,0,2,0,1,2,0,0,0,,,,,
Lassen,3,2020,Mar-20,1,7,0,0,0,1,0,1,0,2,0,,,,,
Los Angeles,10,2011,Oct-11,789,39,0,0,2,80,U,451,710,956,U,,,,,
Los Angeles,11,2011,Nov-11,679,36,3,0,29,157,U,440,682,859,U,,,,,
Los Angeles,12,2011,Dec-11,671,35,4,1,50,253,U,384,611,718,U,,,,,
Los Angeles,1,2012,Jan-12,866,35,4,2,62,366,193,534,796,890,U,,,,,
Los Angeles,2,2012,Feb-12,663,32,5,5,97,440,257,542,781,833,U,,,,,
Los Angeles,3,2012,Mar-12,721,29,7,10,142,521,302,495,769,933,U,,,,,
Los Angeles,4,2012,Apr-12,775,22,8,13,233,565,332,500,750,857,U,,,,,
Los Angeles,5,2012,May-12,637,15,8,57,198,619,346,543,809,865,U,,,,,
Los Angeles,6,2012,Jun-12,662,10,3,44,256,U,391,757,678,796,U,,,,,
Los Angeles,7,2012,Jul-12,624,9,0,51,333,U,489,863,439,800,U,,,,,
Los Angeles,8,2012,Aug-12,683,8,0,57,198,971,434,795,522,726,U,,,,,
Los Angeles,9,2012,Sep-12,567,7,0,87,115,814,423,715,522,582,U,,,,,
Los Angeles,10,2012,Oct-12,668,7,0,124,83,878,581,753,656,686,U,,,,,
Los Angeles,11,2012,Nov-12,573,5,0,139,89,768,50,580,545,553,U,,,,,
Los Angeles,12,2012,Dec-12,517,5,0,167,82,749,41,540,472,482,U,,,,,
Los Angeles,1,2013,Jan-13,713,2,0,45,9,512,54,545,411,510,97,,,,,
Los Angeles,2,2013,Feb-13,636,2,0,34,18,400,67,536,493,489,103,,,,,
Los Angeles,3,2013,Mar-13,667,2,0,64,19,504,78,596,406,425,125,,,,,
Los Angeles,4,2013,Apr-13,651,2,0,136,48,300,69,579,295,440,116,,,,,
Los Angeles,5,2013,May-13,733,1,0,67,20,450,76,512,384,421,108,,,,,
Los Angeles,6,2013,Jun-13,643,1,0,37,10,592,91,766,436,451,99,,,,,
Los Angeles,7,2013,Jul-13,687,1,0,99,18,676,68,397,132,464,91,,,,,
Los Angeles,8,2013,Aug-13,678,1,0,70,16,515,94,334,229,520,82,,,,,
Los Angeles,9,2013,Sep-13,705,1,0,123,26,686,162,278,235,468,77,,,,,
Los Angeles,10,2013,Oct-13,714,1,0,179,170,550,217,320,278,398,68,,,,,
Los Angeles,11,2013,Nov-13,595,1,0,180,172,603,221,390,290,410,70,,,,,
Los Angeles,12,2013,Dec-13,694,1,0,188,189,443,292,410,349,397,64,,,,,
Los Angeles,1,2014,Jan-14,728,1,0,144,157,471,278,423,299,423,82,,,,,
Los Angeles,2,2014,Feb-14,660,1,0,141,180,483,180,463,355,419,91,,,,,
Los Angeles,3,2014,Mar-14,671,1,0,132,173,492,198,459,378,436,88,,,,,
