"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 08,LEGS 02A,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 29A,LEGS 05,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 29C,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 06,LEGS 42B,LEGS 38C,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,00,"Jesse Tyler Pippy",REP,State Senator          ,12,,,,,,,,,,,,,,,,,,,,,,,,,12453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,12,,Y,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Guy J. Guzzone",DEM,State Senator          ,13,Y,,,,,,,,,,,,,,,,,19303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jody Venkatesan",REP,State Senator          ,13,,,,,,,,,,,,,,,,,,12663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,13,,Y,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Karen S. Montgomery",DEM,State Senator          ,14,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16929,,,,,,,,,,,,,,,,,
1,00,"Franklin Frank Delano Howard, Jr.",REP,State Senator          ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13447,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,14,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,
1,00,"Brian J. Feldman",DEM,State Senator          ,15,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16113,,,,,,,,,,,,,,,,
1,00,"Robin Ficker",REP,State Senator          ,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10601,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,15,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,
1,00,"Susan C. Lee",DEM,State Senator          ,16,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Meyer Marks",REP,State Senator          ,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,16,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Cheryl C. Kagan",DEM,State Senator          ,17,Y,,,,,,,,,,,,,,,,,,14438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Steve Zellers",REP,State Senator          ,17,,,,,,,,,,,,,,,,,,,6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,17,,Y,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Richard Madaleno",DEM,State Senator          ,18,Y,,,,,,,,,,,,,,,,,,,,,,,,,20402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,18,,Y,,,,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Roger Manno",DEM,State Senator          ,19,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Felix Ed Gonzalez, II",REP,State Senator          ,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,19,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jamie Raskin",DEM,State Senator          ,20,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,20,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jim Rosapepe",DEM,State Senator          ,21,Y,,,,,,,,,,,,,,,,,,,,16501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,21,,Y,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Paul G. Pinsky",DEM,State Senator          ,22,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,17315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Janice Denise Fountaine",REP,State Senator          ,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,22,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Douglas J. J. Peters",DEM,State Senator          ,23,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17985,
1,00,"Other Write-Ins",BOT,State Senator          ,23,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,
1,00,"Joanne C. Benson",DEM,State Senator          ,24,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21578,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,24,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,
1,00,"Ulysses Currie",DEM,State Senator          ,25,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kory Boone",REP,State Senator          ,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Matthew Fogg",DEM,State Senator          ,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jennifer Lowery-Bell",DEM,State Senator          ,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"C. Anthony Muse",DEM,State Senator          ,26,Y,,,21793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kelley Howells",REP,State Senator          ,26,,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,26,,Y,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Thomas V. Mike Miller, Jr.",DEM,State Senator          ,27,Y,,,,6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693,,,,,,,,,,,,,,,,,8521,,
1,00,"Jesse Allen Peed",REP,State Senator          ,27,,,,,6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185,,,,,,,,,,,,,,,,,2768,,
1,00,"Other Write-Ins",BOT,State Senator          ,27,,Y,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,19,,
1,00,"Mac Middleton",DEM,State Senator          ,28,Y,,,,,,,,,,,,,21845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Allan Donnelly",REP,State Senator          ,28,,,,,,,,,,,,,,11373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,28,,Y,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Roy Dyson",DEM,State Senator          ,29,,,,,,,,,,,,,,,,,,,,4514,,,,,,,,,,,,,,,,,,,,,,,,,4531,,,,,,,,,,4780,,,,,,,,,,,,,,
1,00,"Steve Waugh",REP,State Senator          ,29,Y,,,,,,,,,,,,,,,,,,,4514,,,,,,,,,,,,,,,,,,,,,,,,,6890,,,,,,,,,,7273,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,29,,Y,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,,,,,
1,00,"John C. Astle",DEM,State Senator          ,30,Y,,,,,,,,,,,10817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4054,,,,,,,,,,,,,,,,,,,,,
1,00,"Don Quinn",REP,State Senator          ,30,,,,,,,,,,,,8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6601,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,30,,Y,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
1,00,"Anthony Scott Harman",DEM,State Senator          ,31,,,,,,,,,,,,,,,,,,,,,,3128,,,,,,,,4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bryan W. Simonaire",REP,State Senator          ,31,Y,,,,,,,,,,,,,,,,,,,,,4289,,,,,,,,18439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,31,,Y,,,,,,,,,,,,,,,,,,,,12,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"James Ed DeGrange",DEM,State Senator          ,32,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Larry Barber",REP,State Senator          ,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Edward R. Reilly",REP,State Senator          ,33,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Mary-Dulany James",DEM,State Senator          ,34,,,,,,,,,,,,,8527,,,,,,,,,,3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bob Cassilly",REP,State Senator          ,34,Y,,,,,,,,,,,,8589,,,,,,,,,,8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,34,,Y,,,,,,,,,,,18,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bridget Kelly",DEM,State Senator          ,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772,,,,,,,5861,,,,,,,,,,,
1,00,"Wayne Norman",REP,State Senator          ,35,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986,,,,,,,19458,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,35,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,27,,,,,,,,,,,
1,00,"Benjamin Tilghman",DEM,State Senator          ,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Stephen S. Hershey, Jr.",REP,State Senator          ,36,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,36,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Christopher R. Robinson",DEM,State Senator          ,37,,,,,,6199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437,,,,,,,,,
1,00,"Adelaide Addie Eckardt",REP,State Senator          ,37,Y,,,,,17021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474,,,,,,,,,
1,00,"Taren James Nance",DEM,State Senator          ,37,,Y,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,37,,Y,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,
1,00,"Jim Mathias",DEM,State Senator          ,38,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5992,,,,5257
1,00,"Mike McDermott",REP,State Senator          ,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6137,,,,4483
1,00,"Other Write-Ins",BOT,State Senator          ,38,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,10
1,00,"Nancy J. King",DEM,State Senator          ,39,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15099,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,39,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Catherine E. Pugh",DEM,State Senator          ,40,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15916,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,40,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,,,,,,,,
1,00,"Lisa Gladden",DEM,State Senator          ,41,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19002,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,41,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,
1,00,"Jim Brochin",DEM,State Senator          ,42,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6660,,,,,,,,,,,,,,,,,12630,,,,,
1,00,"Tim Robinson",REP,State Senator          ,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241,,,,,,,,,,,,,,,,,15286,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,42,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,28,,,,,
1,00,"Joan Carter Conway",DEM,State Senator          ,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Shirley Nathan-Pulliam",DEM,State Senator          ,44,Y,,,,,,,,,,,,,,5546,,,,,,,,,13259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bernard Reiter",REP,State Senator          ,44,,,,,,,,,,,,,,,395,,,,,,,,,4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,44,,Y,,,,,,,,,,,,,12,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Nathaniel J. McFadden",DEM,State Senator          ,45,Y,,17530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,45,,Y,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bill Ferguson",DEM,State Senator          ,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14438,,,,,,,,,,,,,,,,,,,,
1,00,"Mateen Rasul Zar",DEM,State Senator          ,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,
1,00,"Victor Ramirez",DEM,State Senator          ,47,Y,,,,,,,10022,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator          ,47,,Y,,,,,,104,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Wendell R. Beitzel",REP,House of Delegates     ,01A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9014,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,01A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,
1,00,"Kevin Kelly",DEM,House of Delegates     ,01B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4046,,,,,,,,,,,,,,,
1,00,"Jason C. Buckel",REP,House of Delegates     ,01B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,01B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,
1,00,"Nick Scarpelli",DEM,House of Delegates     ,01C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4146,,,,,,,
1,00,"Mike McKay",REP,House of Delegates     ,01C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5623,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,01C,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
1,00,"Charles Bailey",DEM,House of Delegates     ,02A,,,,,,,,,,4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Elizabeth Paul",DEM,House of Delegates     ,02A,,,,,,,,,,7017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Neil C. Parrott",REP,House of Delegates     ,02A,Y,,,,,,,,,15603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Andrew A. Serafini",REP,House of Delegates     ,02A,Y,,,,,,,,,15389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,02A,,Y,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"John P. Donoghue",DEM,House of Delegates     ,02B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639,,,
1,00,"Brett Wilson",REP,House of Delegates     ,02B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3289,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,02B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
1,00,"Carol L. Krimm",DEM,House of Delegates     ,03A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Karen Lewis Young",DEM,House of Delegates     ,03A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Paul Smith",REP,House of Delegates     ,03A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Victoria Wilkins",REP,House of Delegates     ,03A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,03A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Stephen Slater",DEM,House of Delegates     ,03B,,,,,,,,,,,,,,,,,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"William Bill Folden",REP,House of Delegates     ,03B,Y,,,,,,,,,,,,,,,,6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,03B,,Y,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Gene Stanton",DEM,House of Delegates     ,04,,,,,,,13680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kathy Afzali",REP,House of Delegates     ,04,Y,,,,,,27070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kelly Schulz",REP,House of Delegates     ,04,Y,,,,,,29361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"David E. Vogt, III",REP,House of Delegates     ,04,Y,,,,,,23827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,04,,Y,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Zachary Hands",DEM,House of Delegates     ,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6501,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Dorothy G. Scanlan",DEM,House of Delegates     ,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9333,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Susan Krebs",REP,House of Delegates     ,05,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29789,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Justin Ready",REP,House of Delegates     ,05,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28970,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Haven Shoemaker",REP,House of Delegates     ,05,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28409,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates     ,05,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,
